あわてます 慌てます 慌张，着急，匆忙，慌乱；惊慌失措
きゅうめい 究明 彻底调查、研究以弄清楚事情的真相、本质等
きゅうぎょく 究極 最终的、极限的、至极的状态或程度
そら 空 天空；空中；空间；空白；空缺；天气；气氛等
くうふくかす 空腹かす 使肚子空，使空腹；饿肚子
あき 空き 空；空闲；空缺；间隙；空白处等
あきます 空きます 空出来；有空闲时间
あきす 空き巣 无人居住的空房子；也指因子女长大离家等导致家中冷清的状态；还可引申为被盗的空房子（比如发生盗窃事件后屋内财物被洗劫一空的那种空屋情况）
あきかん 空き缶 空罐子。
あく 空く 有空隙，空旷；腾出空间；有空闲时间；（肚子）饿；（职位等）空缺
あける 空ける 腾出；空出；留出；使空；倒出；撤离；让开；空开（时间、空间等）；抽空（时间做某事）
うつろい 空しい 空虚的，空洞的；枉然的，徒然的；毫无结果的，徒劳无益的；心里没底的，不踏实的
あきっぽ 空っぽ 空的；空洞的；毫无内容的
くうせき 空席 空着的座位，未被占用的席位
くそう 空想 空想、幻想。不切实际的想象。
からて（karate） 空手 空手道；空手，赤手空拳
そらもよう 空模様 天气状况；形势，局势
くうき 空気 空气；气氛；氛围；样子；神色。
こうこう 空港 飞机起飞、降落以及停放的场所，即机场
くうばく 空爆 在空中爆炸；空袭
くうぱく 空白 ① 没有书写、印刷、记录等内容的部分；空白处 ② 事物之间的间隔；空隙 ③ 没有活动或内容的时间段；空白期 ④ 内心感到空虚、没有充实感的状态
くうふく 空腹 肚子饿，空腹的状态
つきつける 突きつける 1. 把…拿到（某人）面前给人看；摆在（某人）面前。2. （以强硬的态度）向…提出；把…强加给…；当面指责。
つきあげる 突き上げる 1. 从下往上顶，向上推；2. （下级对上级）顶撞，反抗；3. 抬高（价格等）；4. 使（声音等）提高
つきだす 突き出す 1. 推出去；2. 伸出，探出；3. 使突出；4. 扭送；5. 提出（意见等）
つきあわせる 突き合わせる 将两个东西相互抵靠、对齐；对照、核对；面对面、对峙
つきあたり 突き当たり 撞上，碰上；（事情等）陷入僵局；（道路等的）尽头；对面
つきあたる 突き当たる 撞上，碰上；走到尽头；遇到（问题）；对面是；正面是
つきはなす 突き放す 用力推开；甩开，抛弃；拒绝，驳回
つきつめる 突き詰める 1. 追究到底；追查到底；彻底弄清楚。2. 塞进；挤入；推到底。3. 深入思考；反复琢磨。
つきとばす 突き飛ばす 用力将物体撞出很远，撞到一旁或用力猛撞；突然驱赶、撵走；突然解雇；突然摒弃、排除（某种想法等）
つく 突く 1. 扎，刺；2. 戳，捅；3. 撞，碰；4. 顶；5. 突出；6. 坚持；7. 插嘴
つっかかる 突っかかる 1. 「突っ込んでかかる」という意味で、物や人に向かって勢いよく進み、突き当たること。猛扑；撞上。2. 口論を始めて相手に向き合うこと。顶撞，抬杠。3. 物に足をつけて転ぶこと。绊倒。
つっぱる 突っ張る 1. 用力推，顶，撑；2. 坚持己见，固执；3. 鼓起，挺起；4. （经济等）吃紧，勉强维持；5. （因生气等）撅嘴，板着脸
つっこむ 突っ込む 闯入；钻进；深究；追究；投身于；插嘴；插入
とつにゅう 突入 突然闯进某个场所；进入（重大事态、局面等）
とつじょ 突如 突然，忽然，意想不到地
とっぴょうしもない 突拍子もない 越出常轨，出奇，异常，极其荒谬
とつぜん 突然 在没有任何预兆的情况下，事情迅速发生或变化，强调意外性。
とっぱ 突破 突破，冲破；超过；打破（记录等）
とっぱ 突破 突破；冲破；打破（记录、界限等）
とっぴ 突飛 想法、行为等过于离奇、古怪，不符合常理
せっとう 窃盗 盗窃，偷盗行为或事件
ちっそく 窒息 呼吸ができなくなること。また、物事がうまく行かなくて息が詰まる状態を表す。
まど 窓 窗户，窗子；（房屋等的）采光口；（飞机、船等的）舷窗
まどぐち 窓口 窗口；窗口服务处；（事情的）头绪，线索
まどがわ 窓辺 窗边，窗户附近
まどぎわ 窓際 窗边，靠窗的地方
きゅうぼう 窮乏 贫穷，贫困；穷困，窘困
きゅうち 窮地 困境，窘境；绝境
きゅうくつ 窮屈 空间狭窄；因受到限制而感到不自由、受束缚；（规则、想法等）死板、缺乏灵活性
たちすくむ 立ちすくむ （因吃惊、害怕、困惑等）呆立不动，伫立
たちます 立ちます 站，站立；建立；成立等。
たちあがる 立ち上がる 1. 站起来。2. 升起；涌起；发生。3. 开始；兴起。
たちあう 立ち会う 1. 在场，到场；列席；参加。例：会議に立ち会う。（参加会议。）2. 目睹；看到。例：事故を立ち会う。（目睹事故。）3. 对峙；对抗。例：相手と立ち会う。（与对方对峙。）
たちよる 立ち寄る 1. 顺路到，顺便到；2. 走近；3. 顺便访问；4. 偶然到（某地）
たちおうせい 立ち往生 陷入困境，无法前进或后退，动弹不得。
たちどまる 立ち止まる 站住，停下，止步；停止，停顿；停留，逗留
たちなおる 立ち直る 恢复，复原；重新站起；（经济形势等）好转，回升
たちのび 立ち退き 名词。1. 搬迁，搬走；2. 离开，撤离。
たちのぼる 立ち退く 走开，离开；（从居住的地方）搬走；退出，让开位置；（从某个职位、场所等）退下，辞去。
たつ 立つ 站立；起身；直立；耸立；出发；离开；成立；建立；站得住脚；有效
たてる 立てる 1. 弄响，扬起；例如：鐘を立てる（敲响钟）。2. 立，竖；例如：旗を立てる（竖起旗帜）。3. 制定；例如：規則を立てる（制定规则）。
たてかえる 立て替える 垫付，代付；临时充当；抢先说；竖起；重新安排等。
たてなおす 立て直す 1. 重新竖起，扶起。2. 重新整顿，重建，恢复。3. 重新振作，重新恢复精神状态。
りったい 立体 三维空间的物体形态，具有长、宽、高三个维度，区别于平面。
りっこうほ 立候補 参加竞选，作为候选人；报名应试
たちいりきんし 立入禁止 表示禁止进入的意思。
たちば 立場 立场；地位；处境。
りっぽう 立法 国家や地方公共団体などが、法律や条例などの法規を制定すること。
りっぱ 立派 漂亮的；壮丽的；出色的；优秀的；了不起的
たつまき 竜巻 龙卷风；旋风
どうわ 童話 儿童文学的一种体裁，通过讲述虚构的故事，通常包含奇幻元素、人物和情节，以娱乐和教育儿童为目的。
どうよう 童謡 儿童时代に唱えられる歌。子供向けの歌。特に、歌詞が単純で繰り返しが多く、子供たちが楽しく歌えるように作られた歌。
はし 端 1. 端，头儿，边缘。例：紙の端（纸的边缘）。2. 开端。例：事件の端（事件的开端）。
たんてき 端的 1. 直率的，直截了当的；2. 明显的，清楚的；3. 概括性的，简洁明了的
きそう 競う 竞争；竞赛；争夺；比得上
きょうそう 競争 竞争；竞赛。通过互相比较、对抗来争取优势或胜利的行为或状态。
きょうごう 競合 竞争；角逐；对抗。
きょうばい 競売 通过出价竞争的方式出售物品，即拍卖
きょうぎ 競技 各种体育比赛、竞技活动等
きょうそう 競走 赛跑；竞走。
けいば 競馬 赛马运动。
たけ 竹 竹子。竹类植物的统称。
ざお 竿 竿子；船篙；钓竿；衡量的标准等。
わらい 笑い 名词。笑，笑声。
わらいます 笑います 笑。通常表示发出愉悦、开心的声音和表情。
わらいごえ0 笑い声 笑声
わらう 笑う 笑；嘲笑；因…而笑。
わらえる 笑える 能够笑；可以笑；值得一笑；不由得笑起来
えがお 笑顔 笑脸，笑颜
ふえ 笛 笛子；哨子；警笛；（乐器的）管；（某些鸟、兽的）鸣叫声
だいいち 第一 表示顺序上的第一；最重要的事物或地位等
だいいちいんしょう 第一印象 初次见面时得到的对人的或事物的最初的印象。
ささ 笹 细竹，小竹子；竹叶
ひつ 筆 笔；毛笔；笔迹；笔法；文笔
ひっき 筆記 笔记；记录。用笔记录文字、信息等行为或结果。
ひとしい 等しい 相等的，相同的，一样的；等同的，同等的；公平的，公正的
とうぶん 等分 将整体分成相等的部分；平均分配。
とうきゅう 等級 事物を比較してその程度を表すために定めた区分。階級やレベルを表す語。
すじ 筋 1. 筋，肌肉；2. 线条，纹路；3. 条理，逻辑；4. 情节；5. 做法，手段。
きんにく 筋肉 肌肉。人体或动物体内由肌纤维组成的组织，能收缩和舒张，产生运动。
すじどう 筋道 1. 理由，道理；2. 条理，逻辑；3. 手续，程序；4. （织物等的）纹理，纹路
つつ 筒 圆筒状的容器；管子等。
こたえ 答え 回答；答案；解答；回音；响应
こたえます 答えます 回答；响应；解答。
こたえる 答える 回答，应答；解答；响应；符合（要求、期待等）
とうあん 答案 答案；对问题等的回答
かんたいけい 简体形 日语中句子的一种形式，与敬体相对。指各种词类做谓语时所呈现的简洁形式，不带有敬语表达。
